"CustomerID","loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","addr_state"
"C900008424","7000","7000","36 months","8.49%","220.95","A","A5","G Ray Trucking","10+ years","MORTGAGE","48000","not verified","home_improvement","728xx","AR"
"C900009686","24000","18875","60 months","17.49%","474.08","D","D5","61 east 72nd street corp","10+ years","MORTGAGE","127000","VERIFIED - income","credit_card","100xx","NY"
"C900009011","4000","4000","36 months","9.99%","129.05","B","B4","Medical Device Consultants, Inc.","2 years","RENT","40000","not verified","debt_consolidation","027xx","MA"
"C900000427","7200","7200","36 months","12.21%","239.87","B","B5","MURPHY","6 years","RENT","29000","VERIFIED - income","credit_card","439xx","OH"
"C900003157","35000","35000","60 months","12.68%","790.64","C","C1","Rim of the World Unified School District","10+ years","MORTGAGE","82000","VERIFIED - income","small_business","923xx","CA"
"C900000411","5000","5000","36 months","6.17%","152.5","A","A3","st. raymond h.s.","10+ years","RENT","58296","VERIFIED - income source","debt_consolidation","104xx","NY"
"C900009555","4500","4500","36 months","12.49%","150.52","D","D3","McCamey Family","1 year","RENT","31000","not verified","debt_consolidation","303xx","GA"
"C900008041","16000","16000","60 months","9.63%","337.05","B","B1","Allegheny Ludlum","< 1 year","MORTGAGE","60000","VERIFIED - income source","debt_consolidation","160xx","PA"
"C900003421","8000","8000","36 months","9.63%","256.76","A","A5","Millenium Partners","< 1 year","RENT","70004","not verified","car","331xx","FL"
"C900002604","3000","3000","36 months","10.08%","96.92","B","B3","BELLAGIO NAILS & SPA","< 1 year","RENT","36000","not verified","educational","928xx","CA"
"C900008681","25000","25000","36 months","12.73%","839.16","C","C1","URS","3 years","RENT","42500","VERIFIED - income","major_purchase","806xx","CO"
"C900000347","10000","10000","36 months","7.29%","310.1","A","A4","Johnson Controls","< 1 year","RENT","25000","VERIFIED - income","debt_consolidation","494xx","MI"
"C900009230","2700","2700","36 months","6.76%","83.08","A","A2","Medicity","4 years","MORTGAGE","66000","VERIFIED - income source","major_purchase","840xx","UT"
"C900009995","20000","20000","60 months","18.25%","510.6","D","D5","Motorola Solutions","2 years","RENT","77004","VERIFIED - income","debt_consolidation","303xx","GA"
"C900003702","16000","16000","36 months","8.49%","505.01","A","A5","Hulbert Public Schools","3 years","MORTGAGE","105000","VERIFIED - income source","debt_consolidation","743xx","OK"
"C900004830","7000","7000","36 months","9.99%","225.84","B","B1","Kohls Department Stores","6 years","OWN","28000","not verified","debt_consolidation","922xx","CA"
"C900003881","12500","12500","36 months","13.11%","421.82","C","C2","Tank Components","5 years","MORTGAGE","60000","not verified","debt_consolidation","656xx","MO"
"C900005834","5000","5000","36 months","14.22%","171.43","C","C5","so cal custon inc","3 years","RENT","60000","not verified","debt_consolidation","923xx","CA"
"C900000578","10000","10000","36 months","12.61%","335.07","C","C2","FS Hawaii Salons, Inc","5 years","MORTGAGE","90000","not verified","credit_card","928xx","CA"
"C900007851","10000","10000","36 months","10.00%","322.68","B","B2","FBi Constructtion","10+ years","MORTGAGE","69996","VERIFIED - income","debt_consolidation","295xx","SC"
"C900006571","10000","10000","36 months","7.51%","311.1","A","A4","Shaw Science Partners","< 1 year","MORTGAGE","135000","not verified","moving","303xx","GA"
"C900009462","15000","15000","36 months","5.99%","456.27","A","A2","Ektron, Inc.","2 years","MORTGAGE","128148","VERIFIED - income source","credit_card","787xx","TX"
"C900003978","2400","2400","36 months","12.68%","80.5","C","C1","ResortQuest By Wyndham Vacation Rentals","2 years","RENT","41300","VERIFIED - income source","other","324xx","FL"
"C900002141","3600","3600","36 months","8.88%","114.28","B","B1","","n/a","MORTGAGE","50400","not verified","renewable_energy","144xx","NY"
"C900001918","15000","15000","36 months","7.49%","466.53","A","A4","Leg Avenue Inc.","4 years","RENT","1e+05","VERIFIED - income","debt_consolidation","070xx","NJ"
"C900008521","8000","8000","36 months","7.51%","248.88","A","A4","Graham Packaging","10+ years","MORTGAGE","50004","not verified","debt_consolidation","228xx","VA"
"C900004019","5000","5000","36 months","13.98%","170.84","C","C3","getty images","3 years","RENT","65000","not verified","debt_consolidation","981xx","WA"
"C900003171","18000","18000","60 months","15.20%","430.12","D","D4","Lehr auto electric","9 years","MORTGAGE","76300","VERIFIED - income source","debt_consolidation","959xx","CA"
"C900006268","10000","10000","36 months","13.36%","338.68","D","D1","Regal Pest Management","4 years","RENT","45000","VERIFIED - income","wedding","105xx","NY"
"C900003854","9300","9300","36 months","8.90%","295.31","A","A5","Pepboys","< 1 year","MORTGAGE","45760","VERIFIED - income","debt_consolidation","773xx","TX"
"C900004039","25000","25000","60 months","17.06%","622.13","E","E4","Blue Cross Blue Shield of North Carolina","1 year","RENT","70000","VERIFIED - income","small_business","275xx","NC"
"C900001212","4800","4800","60 months","16.45%","117.88","E","E1","Coldwater Creek","10+ years","OWN","40000","not verified","credit_card","261xx","WV"
"C900009933","15000","15000","36 months","10.37%","486.62","B","B3","Akabas & Sproule","10+ years","RENT","75000","VERIFIED - income source","debt_consolidation","114xx","NY"
"C900003445","10000","10000","36 months","9.88%","322.11","B","B1","Suwannee Valley Dental, Inc","10+ years","MORTGAGE","36000","not verified","other","320xx","FL"
"C900002359","13500","13500","60 months","9.99%","286.77","B","B1","3m","10+ years","MORTGAGE","60000","VERIFIED - income","car","647xx","MO"
"C900004249","3575","3575","36 months","16.40%","126.4","F","F3","Cullum Constructors","1 year","RENT","30000","VERIFIED - income","educational","294xx","SC"
"C900006006","16000","16000","36 months","7.49%","497.63","A","A4","","n/a","MORTGAGE","60000","VERIFIED - income source","credit_card","760xx","TX"
"C900009886","6600","6600","36 months","7.49%","205.28","A","A4","McDonald's","10+ years","RENT","29000","VERIFIED - income","other","237xx","VA"
"C900009708","10000","10000","36 months","11.71%","330.76","B","B3","Versus Trading Company","6 years","RENT","38000","VERIFIED - income source","credit_card","900xx","CA"
"C900000383","8500","8500","36 months","9.63%","272.8","B","B1","Mosser Hotel","4 years","MORTGAGE","21221","VERIFIED - income source","home_improvement","941xx","CA"
"C900008207","3500","3500","36 months","12.17%","116.54","D","D2","Borders Books + Music","< 1 year","RENT","10000","not verified","credit_card","121xx","NY"
"C900001432","2500","2500","36 months","11.14%","82.01","B","B1","Florida Telco Credit Union","3 years","RENT","30000","not verified","credit_card","322xx","FL"
"C900001465","22000","22000","36 months","13.11%","742.39","C","C2","Hertz rent a car","10+ years","RENT","49000","VERIFIED - income","debt_consolidation","070xx","NJ"
"C900006583","10000","10000","36 months","12.18%","333","B","B4","irs","< 1 year","RENT","40000","not verified","debt_consolidation","117xx","NY"
"C900002461","10000","10000","36 months","15.65%","349.87","D","D4","Ameristone","3 years","RENT","45000","not verified","small_business","641xx","MO"
"C900009524","2500","2500","36 months","6.76%","76.93","A","A2","Hewitt Associates","4 years","OWN","49000","not verified","major_purchase","064xx","CT"
"C900000456","16000","16000","60 months","17.88%","405.26","E","E5","OUS-University of Oregon Health Center","10+ years","RENT","42792","VERIFIED - income source","debt_consolidation","974xx","OR"
"C900009351","4000","4000","36 months","7.90%","125.17","A","A4","Shadle Park Presbyterian Church","< 1 year","RENT","53285","VERIFIED - income source","debt_consolidation","992xx","WA"
"C900000786","12375","12375","36 months","7.90%","387.22","A","A4","NIEHS, NIH","1 year","MORTGAGE","47700","VERIFIED - income source","credit_card","275xx","NC"
"C900008449","19600","14500","60 months","16.82%","358.97","E","E2","Tennant Company","< 1 year","OWN","46800","not verified","debt_consolidation","029xx","RI"
"C900000416","15000","15000","36 months","16.32%","529.71","E","E3","Organic, LLC","1 year","MORTGAGE","90000","VERIFIED - income source","debt_consolidation","482xx","MI"
"C900005449","5000","5000","36 months","13.72%","170.21","C","C5","Wai-ching","3 years","RENT","14400","VERIFIED - income source","debt_consolidation","981xx","WA"
"C900000991","4000","4000","60 months","15.57%","96.37","D","D5","Osborne Medina","9 years","RENT","53304","VERIFIED - income","other","441xx","OH"
"C900008657","25000","25000","36 months","19.41%","921.6","F","F4","st anthony's hospital","8 years","RENT","97000","VERIFIED - income","debt_consolidation","337xx","FL"
"C900005499","4200","4200","36 months","13.49%","142.51","C","C1","MVH","5 years","MORTGAGE","43200","not verified","other","150xx","PA"
"C900004242","8000","5300","36 months","6.54%","162.54","A","A4","Cal Fire","7 years","RENT","65000","not verified","debt_consolidation","931xx","CA"
"C900006214","2000","2000","60 months","10.62%","43.11","B","B3","","n/a","OWN","4800","not verified","car","926xx","CA"
"C900002933","12000","12000","36 months","10.74%","391.39","B","B4","United Parcel Services","3 years","RENT","1e+05","not verified","house","074xx","NJ"
"C900001258","15000","15000","60 months","12.69%","338.93","B","B5","Mississippi Lime Company","5 years","MORTGAGE","26400","VERIFIED - income","debt_consolidation","620xx","IL"
"C900001494","14400","14400","36 months","14.27%","494.05","C","C2","Iowa Workforce Development-State of Iowa","10+ years","OWN","94104","VERIFIED - income source","wedding","570xx","SD"
"C900006825","17000","17000","36 months","9.63%","545.61","A","A5","Internal Revenue Service (IRS)","7 years","RENT","89004","VERIFIED - income","debt_consolidation","200xx","DC"
"C900006397","1000","1000","36 months","7.51%","31.12","A","A4","The Telephone Connection","10+ years","RENT","48000","not verified","vacation","890xx","NV"
"C900003170","3200","3200","60 months","13.98%","74.43","C","C3","DELAWARE VALLEY WHOLESALE","3 years","OWN","45000","not verified","debt_consolidation","212xx","MD"
"C900008868","7125","7125","36 months","7.51%","221.67","A","A3","ZF INDUSTRIES","10+ years","MORTGAGE","33600","not verified","debt_consolidation","354xx","AL"
"C900004246","2500","2500","36 months","7.90%","78.23","A","A4","Naples Sailing and Yacht Club","5 years","MORTGAGE","36000","not verified","debt_consolidation","341xx","FL"
"C900001741","20000","20000","36 months","13.72%","680.84","C","C5","Navfac Mid-Atlantic","10+ years","MORTGAGE","79000","VERIFIED - income","debt_consolidation","233xx","VA"
"C900003168","10000","10000","36 months","13.11%","337.45","C","C2","Lehman Brothers Holdings","2 years","RENT","860000","not verified","renewable_energy","100xx","NY"
"C900005670","4500","4500","36 months","9.63%","144.43","A","A5","Camber","2 years","OTHER","63000","not verified","debt_consolidation","222xx","VA"
"C900001206","7000","7000","36 months","11.11%","229.54","B","B5","Philadelphia Insurance Company","1 year","RENT","99000","not verified","debt_consolidation","190xx","PA"
"C900001451","21000","21000","36 months","16.49%","743.39","D","D3","Omnyx, LLC","2 years","RENT","112000","VERIFIED - income","other","152xx","PA"
"C900008472","20000","20000","36 months","11.58%","660.27","B","B3","Law Firm with offices NY, LA, DC and overseas","10+ years","MORTGAGE","3e+05","VERIFIED - income","car","902xx","CA"
"C900007901","28000","28000","60 months","15.99%","680.76","D","D2","Pa State Police","10+ years","MORTGAGE","85000","VERIFIED - income","debt_consolidation","163xx","PA"
"C900009584","3000","3000","36 months","15.28%","104.41","D","D3","Nationwide Insurance","2 years","RENT","46750","VERIFIED - income source","credit_card","432xx","OH"
"C900008307","8000","8000","60 months","10.99%","173.9","B","B3","The Bank of New York Mellon","3 years","RENT","192000","VERIFIED - income","medical","100xx","NY"
"C900007314","15875","15875","60 months","11.99%","353.06","B","B5","State of Missouri","10+ years","MORTGAGE","35316","VERIFIED - income source","debt_consolidation","652xx","MO"
"C900007344","25000","20050","60 months","17.56%","504.36","E","E4","AVIATION SPECTRUM RESOURCES INC","10+ years","MORTGAGE","80300","VERIFIED - income","debt_consolidation","214xx","MD"
"C900000021","15000","15000","36 months","13.92%","512.06","C","C4","IPC","1 year","RENT","84000","VERIFIED - income","wedding","900xx","CA"
"C900005816","18000","18000","36 months","7.90%","563.23","A","A4","marvell technology group","6 years","MORTGAGE","70000","VERIFIED - income source","debt_consolidation","951xx","CA"
"C900005913","35000","35000","36 months","15.23%","1217.24","C","C5","Severstal N.A.","10+ years","MORTGAGE","94000","VERIFIED - income source","debt_consolidation","480xx","MI"
"C900009031","10000","10000","60 months","11.86%","221.74","B","B5","Onshore Technology","2 years","OWN","24000","VERIFIED - income","debt_consolidation","652xx","MO"
"C900005811","8500","8500","36 months","12.53%","284.47","B","B5","Novozymes","2 years","MORTGAGE","49000","not verified","debt_consolidation","115xx","NY"
"C900004470","10000","10000","36 months","6.62%","307.04","A","A2","Synergy Enterprises","< 1 year","MORTGAGE","120000","VERIFIED - income source","debt_consolidation","208xx","MD"
"C900006077","8000","8000","36 months","7.66%","249.44","A","A5","WorldWater & Solar Technologies, Inc","< 1 year","RENT","60000","VERIFIED - income source","debt_consolidation","086xx","NJ"
"C900009533","11200","11200","36 months","14.27%","384.26","C","C2","Travelers Insurance","6 years","MORTGAGE","50000","not verified","debt_consolidation","061xx","CT"
"C900006225","15000","15000","36 months","13.61%","509.83","C","C2","New York State Unified Court System","10+ years","OWN","109000","VERIFIED - income","credit_card","117xx","NY"
"C900004610","5000","5000","36 months","5.79%","151.64","A","A2","gloucester city nj","4 years","OWN","60000","not verified","vacation","080xx","NJ"
"C900009716","5000","5000","36 months","13.11%","168.74","C","C2","Macy's","1 year","RENT","23000","VERIFIED - income","moving","631xx","MO"
"C900005601","20000","20000","36 months","9.64%","642.02","B","B4","UDFI","< 1 year","RENT","96000","not verified","small_business","112xx","NY"
"C900007853","10000","10000","36 months","9.99%","322.63","B","B4","redriver federal credit union","3 years","MORTGAGE","54000","not verified","debt_consolidation","735xx","OK"
"C900001724","3500","3500","36 months","16.00%","123.06","D","D5","Angel Otero","< 1 year","RENT","27000","not verified","other","111xx","NY"
"C900003369","4000","4000","36 months","9.32%","127.79","A","A4","Pike Electric","8 years","OWN","55000","not verified","wedding","306xx","GA"
"C900006317","5600","5600","36 months","11.71%","185.23","B","B3","Edmunds.com","6 years","MORTGAGE","45000","VERIFIED - income source","debt_consolidation","904xx","CA"
"C900001667","10000","10000","36 months","13.48%","339.25","C","C3","airtran airways","4 years","MORTGAGE","23000","not verified","home_improvement","300xx","GA"
"C900006880","7000","7000","36 months","6.92%","215.89","A","A3","Advanced Productions","< 1 year","RENT","50000","VERIFIED - income source","debt_consolidation","217xx","MD"
"C900002397","18000","18000","60 months","10.65%","388.23","B","B2","pepsi beverages company","6 years","MORTGAGE","40000","VERIFIED - income","other","458xx","OH"
"C900002844","13500","13500","36 months","6.92%","416.35","A","A3","INROADS, Inc","< 1 year","RENT","57000","VERIFIED - income source","debt_consolidation","061xx","CT"
"C900006656","12000","12000","60 months","11.71%","265.18","B","B3","RTI Biologics","10+ years","RENT","64500","not verified","moving","326xx","FL"
"C900007755","6000","6000","36 months","7.51%","186.67","A","A3","White's Lumber","10+ years","OWN","25000","VERIFIED - income source","credit_card","785xx","TX"
"C900003672","27600","27600","60 months","15.65%","666.06","D","D4","City of New York","5 years","RENT","53086","VERIFIED - income","debt_consolidation","112xx","NY"
"C900003103","11200","11200","60 months","20.89%","302.31","F","F1","NTN BOWER","7 years","MORTGAGE","36000","VERIFIED - income","debt_consolidation","614xx","IL"
"C900006105","10000","10000","60 months","11.49%","219.88","B","B4","N and B Marine Supply","7 years","RENT","43008","not verified","other","086xx","NJ"
"C900007566","14000","14000","36 months","10.65%","456.03","B","B2","22squared, inc","3 years","RENT","65000","VERIFIED - income source","debt_consolidation","303xx","GA"
"C900001603","20375","20375","36 months","7.49%","633.7","A","A4","State of California","10+ years","RENT","54000","VERIFIED - income","debt_consolidation","928xx","CA"
"C900008977","20000","20000","36 months","15.65%","699.69","D","D4","Larson Family Winery","10+ years","RENT","54000","VERIFIED - income","debt_consolidation","954xx","CA"
"C900003771","8000","8000","36 months","11.89%","265.32","B","B4","CaesarStone Projects","< 1 year","RENT","20000","VERIFIED - income source","debt_consolidation","914xx","CA"
"C900009998","11750","11750","36 months","8.90%","373.11","A","A5","ces","9 years","MORTGAGE","49000","VERIFIED - income source","debt_consolidation","064xx","CT"
"C900008514","5000","5000","36 months","6.54%","153.34","A","A4","","9 years","OWN","56400","not verified","debt_consolidation","331xx","FL"
"C900007106","6200","6200","36 months","10.99%","202.96","B","B3","","n/a","MORTGAGE","46709.04","VERIFIED - income","home_improvement","166xx","PA"
"C900009309","3600","3600","36 months","10.59%","117.17","B","B2","University of Texas-Austin","< 1 year","RENT","40000","VERIFIED - income","moving","787xx","TX"
"C900002267","30000","30000","60 months","19.69%","789.66","E","E5","McLarens Young International","10+ years","MORTGAGE","130000","VERIFIED - income","debt_consolidation","604xx","IL"
"C900001057","10500","10500","36 months","15.68%","367.52","E","E1","Self","6 years","MORTGAGE","60000","VERIFIED - income","car","660xx","KS"
"C900001074","20000","20000","36 months","11.12%","655.92","B","B3","teksystems","< 1 year","MORTGAGE","126000","VERIFIED - income","debt_consolidation","333xx","FL"
"C900007949","2000","2000","36 months","13.43%","67.81","C","C3","Seattle Safety","10+ years","RENT","75000","not verified","other","980xx","WA"
"C900005622","7000","7000","36 months","6.03%","213.05","A","A1","Coconut Creek Seminole Casino","4 years","RENT","60000","VERIFIED - income","debt_consolidation","330xx","FL"
"C900007428","7500","7500","36 months","13.24%","253.58","D","D3","Exxonmobil","1 year","RENT","23196","not verified","debt_consolidation","245xx","VA"
"C900005376","10750","10750","36 months","14.11%","367.97","D","D1","Stanford University School of Medicine","< 1 year","RENT","29950","not verified","small_business","930xx","CA"
"C900001877","12000","12000","36 months","8.32%","377.82","A","A4","","7 years","MORTGAGE","90000","not verified","debt_consolidation","949xx","CA"
"C900007499","14000","14000","60 months","10.65%","301.96","B","B2","American Center for Learning","10+ years","MORTGAGE","48000","not verified","medical","919xx","CA"
"C900002136","8000","8000","60 months","10.37%","171.44","B","B3","Ralphs Grocery Co.","5 years","RENT","55000","VERIFIED - income","car","913xx","CA"
"C900000546","24150","24150","36 months","14.96%","836.68","D","D2","Twinspires","1 year","RENT","120000","not verified","debt_consolidation","950xx","CA"
"C900001833","5000","5000","36 months","9.76%","160.78","B","B2","St. Charles Medical","1 year","MORTGAGE","45000","not verified","educational","977xx","OR"
"C900002979","6000","6000","36 months","12.23%","199.95","C","C1","Denver Public School District","3 years","RENT","22600","VERIFIED - income","debt_consolidation","800xx","CO"
"C900000651","10000","10000","36 months","11.12%","327.96","B","B3","Shercon, inc.","3 years","RENT","80000","VERIFIED - income source","vacation","913xx","CA"
"C900003802","25000","17450","60 months","15.99%","424.26","D","D2","UC Santa Cruz","5 years","RENT","49000","VERIFIED - income","debt_consolidation","951xx","CA"
"C900004170","10800","10800","60 months","17.27%","269.98","D","D3","","n/a","MORTGAGE","47689.56","VERIFIED - income","home_improvement","109xx","NY"
"C900008152","15000","15000","36 months","11.71%","496.14","B","B3","The Vineyard","10+ years","RENT","60000","not verified","credit_card","018xx","MA"
"C900007534","25000","25000","60 months","20.25%","665.83","F","F1","Sysco Foods Atlanta","7 years","MORTGAGE","81996","VERIFIED - income","debt_consolidation","300xx","GA"
"C900005996","2200","2200","36 months","12.42%","73.52","B","B4","att","10+ years","MORTGAGE","65000","VERIFIED - income source","vacation","326xx","FL"
"C900007175","29100","29100","60 months","23.91%","835.63","G","G4","Protiviti","< 1 year","RENT","95000","VERIFIED - income source","debt_consolidation","112xx","NY"
"C900002268","7500","7500","36 months","10.20%","242.71","B","B1","ITO VIDEO","9 years","MORTGAGE","78955","not verified","home_improvement","917xx","CA"
"C900000975","12000","12000","36 months","16.07%","422.33","D","D5","Tradesmen International","< 1 year","RENT","45760","VERIFIED - income","debt_consolidation","027xx","MA"
"C900009323","10000","10000","36 months","7.51%","311.11","A","A4","Johns Hopkins School of Medicine","5 years","RENT","97850","not verified","debt_consolidation","210xx","MD"
"C900009409","12000","12000","36 months","12.53%","401.6","B","B5","City of Gainesville (FL)","10+ years","RENT","75000","not verified","debt_consolidation","326xx","FL"
"C900005189","4000","4000","36 months","13.49%","135.73","C","C2","Lowe's Home Improvement","5 years","RENT","37200","not verified","credit_card","841xx","UT"
"C900003115","20000","20000","36 months","13.48%","678.49","C","C3","CS STARS","4 years","MORTGAGE","83000","not verified","debt_consolidation","606xx","IL"
"C900003730","4000","4000","36 months","13.49%","135.73","C","C1","NexTier Bank","6 years","MORTGAGE","103000","not verified","car","160xx","PA"
"C900003545","1000","1000","60 months","7.14%","19.87","A","A3","School District of Philadelphia","1 year","RENT","44564","not verified","other","190xx","PA"
"C900002434","1675","1675","36 months","11.11%","54.93","B","B5","Canvas Concepts, Inc.","3 years","RENT","24960","not verified","debt_consolidation","919xx","CA"
"C900005941","18000","11375","36 months","6.17%","346.93","A","A3","","2 years","MORTGAGE","150000","VERIFIED - income","small_business","133xx","NY"
"C900003544","5000","5000","36 months","7.68%","155.96","A","A2","advance bldg","2 years","RENT","35880","not verified","other","111xx","NY"
"C900001450","35000","35000","60 months","22.74%","981.45","G","G1","the new york post","10+ years","RENT","106000","VERIFIED - income","debt_consolidation","105xx","NY"
"C900006563","25000","18375","60 months","12.73%","415.56","C","C1","NEW YORK CITY POLICE DEPT","10+ years","MORTGAGE","114000","VERIFIED - income source","home_improvement","114xx","NY"
"C900005984","15000","15000","36 months","6.62%","460.56","A","A2","The Dana On Mission Bay","3 years","OWN","30000","not verified","home_improvement","921xx","CA"
"C900003690","14400","14400","60 months","7.88%","291.16","A","A5","City of Taylorville","10+ years","MORTGAGE","54000","not verified","credit_card","625xx","IL"
"C900002442","10000","10000","36 months","7.66%","311.8","A","A5","Dimensional Control Systems","4 years","RENT","70000","VERIFIED - income source","debt_consolidation","480xx","MI"
"C900008801","1600","1600","36 months","12.87%","53.82","C","C1","","< 1 year","RENT","25200","not verified","debt_consolidation","900xx","CA"
"C900003215","4800","4800","60 months","10.74%","103.75","B","B4","oakwood fire department","1 year","MORTGAGE","40000","not verified","debt_consolidation","441xx","OH"
"C900004648","7000","7000","36 months","10.37%","227.09","B","B3","Tolleson Wealth Management","1 year","RENT","53250","not verified","credit_card","752xx","TX"
"C900000404","16000","16000","36 months","11.83%","530.15","B","B3","","< 1 year","RENT","40000","not verified","other","982xx","WA"
"C900007125","2900","2900","36 months","9.91%","93.46","B","B1","Alpine Lanes","< 1 year","RENT","31200","VERIFIED - income source","credit_card","531xx","WI"
"C900002071","28000","28000","60 months","15.96%","680.32","C","C5","Snap-on Tools","3 years","MORTGAGE","60000","VERIFIED - income","debt_consolidation","546xx","WI"
"C900009887","4000","4000","36 months","9.63%","128.38","B","B1","halifax regional medical center","1 year","MORTGAGE","48000","not verified","debt_consolidation","278xx","NC"
"C900006800","16000","16000","60 months","13.80%","370.64","C","C4","GATEWAY ENERGY CORP.","3 years","MORTGAGE","165000","VERIFIED - income source","home_improvement","109xx","NY"
"C900003887","16000","16000","60 months","13.35%","366.93","C","C4","con edison","10+ years","MORTGAGE","106000","VERIFIED - income source","other","104xx","NY"
"C900003710","18000","18000","36 months","10.99%","589.24","B","B4","Lucile Packard Children's Hospital at Stanford","4 years","RENT","81972","not verified","other","941xx","CA"
"C900008737","12000","12000","60 months","15.28%","287.25","D","D3","J H","10+ years","MORTGAGE","60000","not verified","small_business","613xx","IL"
"C900009554","14500","14500","60 months","13.06%","330.37","C","C2","Trenton Public Schools","10+ years","OWN","96000","VERIFIED - income source","credit_card","481xx","MI"
"C900002165","6000","6000","36 months","7.51%","186.66","A","A4","Verizon Wireless","5 years","RENT","40000","VERIFIED - income","major_purchase","067xx","CT"
"C900003355","6000","6000","60 months","11.86%","133.05","B","B5","old ranch country club","< 1 year","RENT","30000","not verified","other","928xx","CA"
"C900001872","12000","7400","60 months","6.91%","146.22","A","A5","West Pharmaceutical Services","5 years","RENT","35000","not verified","debt_consolidation","177xx","PA"
"C900009940","5200","5200","36 months","8.49%","164.13","A","A5","Toray Plastics","< 1 year","MORTGAGE","61250","VERIFIED - income source","debt_consolidation","029xx","RI"
"C900002192","15000","10200","60 months","6.54%","199.77","A","A4","Northrop Grumman","3 years","RENT","54000","VERIFIED - income","debt_consolidation","907xx","CA"
"C900000676","10000","10000","36 months","7.49%","311.02","A","A4","UCSF Medical Center","2 years","MORTGAGE","94000","VERIFIED - income","home_improvement","945xx","CA"
"C900004854","1500","1500","36 months","8.88%","47.62","B","B1","Drug Enforcement Administration","2 years","RENT","14088","VERIFIED - income source","other","773xx","TX"
"C900007803","15200","15200","36 months","12.21%","506.39","B","B5","United States Postal Service","10+ years","MORTGAGE","52000","not verified","credit_card","362xx","AL"
"C900005523","10000","10000","36 months","14.72%","345.29","C","C5","US Postal Service","10+ years","RENT","59000","VERIFIED - income","debt_consolidation","114xx","NY"
"C900003651","13000","13000","36 months","7.49%","404.33","A","A4","Vigilant Services Corporation","6 years","MORTGAGE","79000","VERIFIED - income","wedding","222xx","VA"
"C900007234","20000","20000","36 months","14.17%","685.21","C","C5","Raytheon","6 years","MORTGAGE","95000","VERIFIED - income","debt_consolidation","902xx","CA"
"C900004770","8900","8900","36 months","11.71%","294.38","B","B3","prime columbia-greene medical associates","3 years","MORTGAGE","120000","VERIFIED - income","other","124xx","NY"
"C900005901","2500","2500","36 months","5.99%","76.05","A","A2","","3 years","RENT","22178.61","not verified","small_business","054xx","VT"
"C900005612","9000","9000","36 months","13.61%","305.9","C","C2","Credit Suisse","10+ years","RENT","244000","VERIFIED - income source","debt_consolidation","100xx","NY"
"C900009128","25000","25000","60 months","11.86%","554.35","B","B5","Moser architecture studio","4 years","MORTGAGE","86000","VERIFIED - income","debt_consolidation","890xx","NV"
"C900001023","8000","8000","36 months","15.05%","277.53","D","D4","Twin Valley School District","9 years","MORTGAGE","54100","VERIFIED - income source","other","196xx","PA"
"C900005693","7000","7000","60 months","10.99%","152.17","B","B3","Greg Norman's Austalian Grille","< 1 year","OWN","27000","not verified","home_improvement","295xx","SC"
"C900003336","16750","16750","36 months","13.11%","565.23","C","C2","Brookland-Cayce High","5 years","MORTGAGE","48000","VERIFIED - income","debt_consolidation","291xx","SC"
"C900003979","4800","4800","36 months","10.99%","157.13","B","B3","slone associates","1 year","MORTGAGE","57600","not verified","home_improvement","320xx","FL"
"C900007641","2000","2000","36 months","10.99%","65.47","B","B3","Catalyst Health Solutions","3 years","MORTGAGE","56000","VERIFIED - income","moving","326xx","FL"
"C900007068","3500","3500","36 months","10.75%","114.18","B","B2","Seminole County Public Schools","4 years","RENT","41000","not verified","moving","328xx","FL"
"C900005599","1000","1000","36 months","8.59%","31.62","A","A4","Navy Federal Credit Union","1 year","RENT","36000","not verified","debt_consolidation","221xx","VA"
"C900002529","5750","5750","36 months","9.99%","185.51","B","B1","Invesco","3 years","RENT","147750","VERIFIED - income source","car","117xx","NY"
"C900004716","35000","35000","60 months","18.39%","896.22","E","E2","Dekalb Medical Center","10+ years","MORTGAGE","75000","VERIFIED - income","debt_consolidation","300xx","GA"
"C900000220","16000","10475","60 months","7.88%","211.8","A","A5","jd school","8 years","MORTGAGE","50400","not verified","car","130xx","NY"
"C900003821","8800","8800","36 months","7.49%","273.7","A","A4","Home Depot","10+ years","RENT","47000","not verified","debt_consolidation","088xx","NJ"
"C900001035","7500","5600","36 months","11.03%","183.42","C","C1","LPL Financial","2 years","RENT","40000","not verified","credit_card","708xx","LA"
"C900001311","17000","10425","36 months","5.79%","316.16","A","A2","Dell","< 1 year","MORTGAGE","1e+05","VERIFIED - income","credit_card","488xx","MI"
"C900003653","15000","15000","36 months","15.31%","522.23","D","D3","UnitedHealth Group","5 years","MORTGAGE","112000","not verified","debt_consolidation","662xx","KS"
"C900005632","6000","6000","60 months","7.66%","120.69","A","A5","IBM","10+ years","MORTGAGE","64500","VERIFIED - income source","credit_card","301xx","GA"
"C900008470","2650","2650","36 months","14.83%","91.65","D","D3","Piccadilly Inn","5 years","RENT","41500","VERIFIED - income","debt_consolidation","937xx","CA"
"C900003251","8750","8750","36 months","12.68%","293.48","C","C1","C. R. Bard, Inc.","2 years","RENT","59000","not verified","debt_consolidation","071xx","NJ"
"C900005094","8500","8500","36 months","7.88%","265.89","A","A5","Wells Fargo Bank","4 years","MORTGAGE","55000","not verified","debt_consolidation","945xx","CA"
